bond_type,currency,time_to_maturity_days,coupon_type,label
Agency,CAD,842,fixed,C
Agency,USD,165,floating,A
Agency,USD,1700,floating,A
Agency,USD,1983,floating,A
Agency,USD,381,fixed,D
Agency,USD,426,fixed,D
Agency,CAD,326,fixed,C
Agency,USD,1438,fixed,D
Agency,USD,1514,fixed,D
Agency,USD,208,fixed,B
Agency,USD,418,fixed,D
Agency,USD,95,floating,A
Agency,CAD,1238,floating,C
Agency,USD,392,floating,A
Agency,USD,1348,fixed,D
Agency,USD,681,floating,A
Agency,USD,178,fixed,B
Agency,USD,1983,fixed,D
Agency,USD,421,fixed,D
Agency,USD,376,fixed,D
Agency,USD,331,fixed,B
Agency,CAD,405,fixed,C
Agency,USD,1405,fixed,D
Agency,CAD,1575,fixed,C
Agency,USD,1124,floating,A
Agency,USD,356,fixed,B
Agency,CAD,258,fixed,C
Agency,USD,87,fixed,B
Agency,USD,912,floating,A
Agency,USD,394,fixed,D
Agency,USD,24,fixed,B
Agency,USD,1827,fixed,D
Agency,CAD,1769,fixed,C
Agency,CAD,406,fixed,C
Agency,USD,425,fixed,D
Agency,USD,644,fixed,D
Agency,USD,1047,fixed,D
Agency,USD,444,fixed,D
Agency,USD,1913,fixed,D
Agency,CAD,404,fixed,C
Agency,CAD,389,fixed,C
Agency,USD,406,fixed,D
Agency,USD,1754,fixed,D
Agency,USD,1956,fixed,D
Agency,USD,324,fixed,B
Agency,USD,860,fixed,D
Agency,USD,1112,fixed,D
Agency,USD,1030,fixed,D
Agency,USD,357,fixed,B
Agency,CAD,368,fixed,C
Agency,USD,761,fixed,D
Agency,CAD,414,floating,C
Agency,USD,1464,fixed,D
Agency,USD,405,fixed,D
Agency,USD,349,floating,A
Agency,USD,393,fixed,D
Agency,USD,859,fixed,D
Agency,USD,119,fixed,B
Agency,CAD,361,floating,C
Agency,USD,1961,floating,A
Agency,USD,1544,fixed,D
Agency,USD,840,floating,A
Agency,USD,624,fixed,D
Agency,USD,363,fixed,B
Agency,USD,946,fixed,D
Agency,CAD,313,fixed,C
Agency,USD,1752,fixed,D
Agency,USD,1433,floating,A
Agency,USD,412,fixed,D
Agency,USD,1396,fixed,D
Agency,CAD,1729,fixed,C
Agency,USD,391,fixed,D
Agency,USD,643,fixed,D
Agency,USD,399,floating,A
Agency,USD,319,fixed,B
Agency,USD,514,fixed,D
Agency,USD,1365,fixed,D
Agency,USD,331,floating,A
Agency,USD,380,floating,A
Agency,CAD,310,fixed,C
Agency,USD,332,fixed,B
Agency,USD,678,fixed,D
Agency,USD,390,floating,A
Agency,CAD,356,floating,C
Agency,USD,110,floating,A
Agency,USD,412,fixed,D
Agency,USD,1540,fixed,D
Agency,USD,124,fixed,B
Agency,USD,305,fixed,B
Agency,USD,386,fixed,D
Agency,USD,374,fixed,D
Agency,CAD,1227,fixed,C
Agency,USD,1243,floating,A
Agency,USD,409,floating,A
Agency,USD,1495,floating,A
Agency,USD,304,floating,A
Agency,USD,384,fixed,D
Agency,USD,346,fixed,B
Agency,CAD,869,fixed,C
Agency,USD,394,fixed,D
Agency,USD,317,fixed,B
Agency,USD,1038,fixed,D
Agency,CAD,320,floating,C
Agency,USD,1466,fixed,D
Agency,USD,311,floating,A
Agency,CAD,346,floating,C
Agency,USD,342,floating,A
Agency,CAD,369,fixed,C
Agency,USD,427,floating,A
Agency,USD,171,floating,A
Agency,USD,399,floating,A
Agency,CAD,426,fixed,C
Agency,USD,472,fixed,D
Agency,USD,372,floating,A
Agency,USD,308,fixed,B
Agency,USD,1592,fixed,D
Agency,USD,1975,fixed,D
Agency,USD,399,fixed,D
Agency,CAD,803,fixed,C
Agency,USD,378,floating,A
Agency,USD,1136,floating,A
Agency,USD,356,floating,A
Agency,USD,37,fixed,B
Agency,USD,428,fixed,D
Agency,USD,139,fixed,B
Agency,USD,371,fixed,D
Agency,USD,1002,fixed,D
Agency,USD,869,floating,A
Agency,USD,1337,floating,A
Agency,USD,160,fixed,B
Agency,USD,422,fixed,D
Agency,USD,355,fixed,B
Agency,USD,614,fixed,D
Agency,CAD,317,fixed,C
Agency,USD,446,fixed,D
Agency,USD,1320,fixed,D
Agency,USD,1834,fixed,D
Agency,USD,352,floating,A
Agency,USD,1450,fixed,D
Agency,USD,1145,fixed,D
Agency,USD,1573,fixed,D
Agency,CAD,1580,fixed,C
Agency,USD,414,fixed,D
Agency,USD,1840,floating,A
Agency,USD,1215,floating,A
Agency,CAD,424,fixed,C
Agency,USD,338,fixed,B
Agency,USD,410,fixed,D
Agency,USD,380,fixed,D
Agency,USD,560,fixed,D
Agency,CAD,305,floating,C
Agency,USD,398,fixed,D
Agency,USD,367,fixed,D
Agency,USD,527,fixed,D
Agency,USD,323,fixed,B
Agency,CAD,379,floating,C
Agency,USD,388,fixed,D
Agency,USD,416,fixed,D
Agency,CAD,389,fixed,C
Agency,CAD,1562,floating,C
Agency,USD,329,fixed,B
Agency,USD,1203,fixed,D
Agency,USD,318,fixed,B
Agency,USD,416,fixed,D
Agency,USD,362,floating,A
Agency,USD,375,fixed,D
Agency,CAD,1566,fixed,C
Agency,CAD,1881,fixed,C
Agency,CAD,387,fixed,C
Agency,CAD,11,fixed,C
Agency,USD,401,floating,A
Agency,USD,1781,fixed,D
Agency,USD,330,fixed,B
Agency,USD,324,fixed,B
Agency,USD,98,fixed,B
Agency,USD,357,fixed,B
Agency,USD,323,fixed,B
Agency,USD,382,fixed,D
Agency,USD,379,fixed,D
Agency,USD,338,floating,A
Agency,USD,369,fixed,D
Agency,USD,339,fixed,B
Agency,USD,1997,fixed,D
Agency,CAD,397,fixed,C
Agency,USD,384,fixed,D
Agency,USD,393,fixed,D
Agency,USD,309,fixed,B
Agency,USD,406,floating,A
Agency,CAD,100,floating,C
Agency,USD,1370,fixed,D
Agency,USD,1150,floating,A
Agency,USD,1276,floating,A
Agency,USD,473,fixed,D
Agency,CAD,336,fixed,C
Agency,USD,301,fixed,B
Agency,USD,478,fixed,D
Agency,USD,342,fixed,B
Agency,USD,1298,fixed,D
Agency,CAD,1795,floating,C
Agency,CAD,1591,fixed,C
Agency,USD,294,floating,A
Agency,USD,197,fixed,B
Agency,USD,449,fixed,D
Agency,USD,316,floating,A
Agency,CAD,424,fixed,C
Agency,USD,408,fixed,D
Agency,USD,395,fixed,D
Agency,CAD,982,fixed,C
Agency,USD,359,fixed,B
Agency,USD,1154,fixed,D
Agency,USD,354,fixed,B
Agency,USD,358,fixed,B
Agency,USD,389,fixed,D
Agency,USD,382,fixed,D
Agency,CAD,1653,fixed,C
Agency,CAD,396,fixed,C
Agency,USD,1797,fixed,D
Agency,USD,1432,fixed,D
Agency,USD,766,fixed,D
Agency,CAD,204,fixed,C
Agency,USD,397,fixed,D
Agency,USD,510,floating,A
Agency,USD,358,fixed,B
Agency,USD,1004,fixed,D
Agency,USD,322,fixed,B
Agency,USD,415,fixed,D
Agency,USD,1400,fixed,D
Agency,CAD,338,fixed,C
Agency,CAD,330,fixed,C
Agency,USD,1595,fixed,D
Agency,USD,678,fixed,D
Agency,USD,1670,floating,A
Agency,USD,1289,fixed,D
Agency,USD,348,floating,A
Agency,CAD,411,fixed,C
Agency,USD,339,floating,A
Agency,CAD,956,fixed,C
Agency,USD,304,fixed,B
Agency,USD,55,fixed,B
Agency,USD,347,fixed,B
Agency,USD,321,fixed,B
Agency,USD,512,fixed,D
Agency,USD,241,fixed,B
Agency,USD,1159,fixed,D
Agency,USD,307,floating,A
Agency,USD,765,fixed,D
Agency,USD,348,fixed,B
Agency,CAD,309,fixed,C
Agency,USD,371,fixed,D
Agency,USD,354,floating,A
Agency,CAD,391,fixed,C
Agency,CAD,370,fixed,C
Agency,USD,1337,fixed,D
Agency,USD,356,fixed,B
Agency,USD,380,fixed,D
Agency,USD,753,floating,A
Agency,USD,399,fixed,D
Agency,USD,336,fixed,B
Agency,USD,317,fixed,B
Agency,USD,1782,fixed,D
Agency,USD,327,floating,A
Agency,USD,1537,fixed,D
Agency,USD,361,fixed,B
Agency,USD,334,fixed,B
Agency,USD,716,fixed,D
Agency,USD,337,fixed,B
Agency,USD,716,fixed,D
Agency,USD,1805,floating,A
Agency,USD,352,fixed,B
Agency,USD,423,fixed,D
Agency,CAD,1289,fixed,C
Agency,USD,1896,fixed,D
Agency,CAD,53,fixed,C
Agency,USD,108,fixed,B
Agency,USD,321,fixed,B
Agency,USD,973,floating,A
Agency,USD,392,fixed,D
Agency,CAD,388,fixed,C
Agency,CAD,376,fixed,C
Agency,CAD,1815,fixed,C
Agency,USD,384,fixed,D
Agency,USD,432,floating,A
Agency,USD,1400,fixed,D
Agency,USD,357,fixed,B
Agency,USD,235,floating,A
Agency,USD,364,fixed,B
Agency,USD,581,fixed,D
Agency,CAD,341,fixed,C
Agency,USD,326,fixed,B
Agency,USD,1176,fixed,D
Agency,USD,1710,fixed,D
Agency,USD,355,fixed,B
Agency,USD,1109,fixed,D
Agency,USD,324,fixed,B
Agency,USD,1056,floating,A
Agency,USD,695,fixed,D
Agency,CAD,383,fixed,C
Agency,USD,303,fixed,B
Agency,USD,1928,fixed,D
Agency,USD,1280,fixed,D
Agency,USD,349,fixed,B
Agency,USD,388,fixed,D
Agency,USD,1697,fixed,D
Agency,USD,1739,fixed,D
Agency,USD,371,fixed,D
Agency,USD,993,fixed,D
Agency,USD,419,fixed,D
Agency,CAD,1282,fixed,C
Agency,USD,324,fixed,B
Agency,USD,695,fixed,D
Agency,CAD,323,fixed,C
Agency,USD,420,fixed,D
Agency,USD,393,fixed,D
Agency,CAD,1171,fixed,C
Agency,USD,1976,fixed,D
Agency,USD,1077,floating,A
Agency,USD,399,fixed,D
Agency,USD,683,floating,A
Agency,USD,334,fixed,B
Agency,USD,1531,fixed,D
Agency,USD,392,fixed,D
Agency,USD,373,fixed,D
Agency,USD,339,fixed,B
Agency,USD,377,floating,A
Agency,USD,403,fixed,D
Agency,CAD,315,fixed,C
Agency,USD,374,fixed,D
Agency,USD,307,fixed,B
Agency,USD,1198,floating,A
Agency,USD,117,fixed,B
Agency,USD,1884,fixed,D
Agency,USD,257,floating,A
Agency,USD,1124,floating,A
Agency,CAD,330,fixed,C
Agency,CAD,557,fixed,C
Agency,USD,407,floating,A
Agency,USD,345,fixed,B
Agency,USD,401,fixed,D
Agency,USD,313,fixed,B
Agency,USD,319,floating,A
Agency,CAD,341,floating,C
Agency,USD,600,fixed,D
Agency,USD,393,fixed,D
Agency,USD,71,fixed,B
Agency,CAD,1048,fixed,C
Agency,USD,364,floating,A
Agency,USD,1144,fixed,D
Agency,USD,958,fixed,D
Agency,CAD,1527,fixed,C
Agency,USD,925,fixed,D
Agency,USD,421,floating,A
Agency,USD,344,fixed,B
Agency,CAD,616,floating,C
Agency,USD,926,fixed,D
Agency,USD,395,fixed,D
Agency,CAD,723,fixed,C
Agency,USD,361,fixed,B
Agency,USD,1774,fixed,D
Agency,USD,1703,fixed,D
Agency,USD,627,fixed,D
Agency,USD,324,fixed,B
Agency,USD,402,fixed,D
Agency,USD,335,fixed,B
Agency,CAD,1538,fixed,C
Agency,USD,344,fixed,B
Agency,USD,1310,floating,A
Agency,USD,418,fixed,D
Agency,USD,1405,fixed,D
Agency,USD,384,fixed,D
Agency,CAD,967,floating,C
Agency,CAD,745,fixed,C
Agency,USD,367,fixed,D
Agency,USD,316,floating,A
Agency,USD,413,fixed,D
Agency,USD,310,floating,A
Agency,USD,426,fixed,D
Agency,USD,1145,floating,A
Agency,USD,1897,floating,A
Agency,USD,1108,floating,A
Agency,USD,11,fixed,B
Agency,USD,423,floating,A
Agency,USD,1928,floating,A
Agency,USD,298,fixed,B
Agency,USD,1859,fixed,D
Agency,USD,939,floating,A
Agency,USD,113,fixed,B
Agency,USD,314,fixed,B
Agency,USD,355,fixed,B
Agency,USD,322,fixed,B
Agency,CAD,335,fixed,C
Agency,CAD,1591,fixed,C
Agency,USD,1532,fixed,D
Agency,USD,431,floating,A
Agency,USD,1205,fixed,D
Agency,CAD,328,fixed,C
Agency,USD,323,fixed,B
Agency,CAD,407,floating,C
Agency,USD,400,floating,A
Agency,USD,1757,fixed,D
Agency,USD,446,fixed,D
Agency,USD,330,fixed,B
Agency,USD,361,fixed,B
Agency,USD,119,fixed,B
Agency,USD,317,fixed,B
Agency,CAD,365,fixed,C
Agency,USD,421,fixed,D
Agency,USD,407,fixed,D
Agency,USD,1805,floating,A
Agency,USD,360,fixed,B
Agency,USD,393,fixed,D
Agency,CAD,304,fixed,C
Agency,USD,521,floating,A
Agency,USD,837,fixed,D
Agency,USD,705,fixed,D
Agency,USD,1001,fixed,D
Agency,USD,781,fixed,D
Agency,USD,326,floating,A
Agency,USD,408,fixed,D
Agency,CAD,521,fixed,C
Agency,CAD,1585,fixed,C
Agency,CAD,339,fixed,C
Agency,USD,727,fixed,D
Agency,USD,1366,fixed,D
Agency,CAD,1995,fixed,C
Agency,USD,355,fixed,B
Agency,USD,371,floating,A
Agency,USD,423,floating,A
Agency,USD,390,floating,A
Agency,USD,1618,fixed,D
Agency,CAD,1773,fixed,C
Agency,USD,420,fixed,D
Agency,USD,339,floating,A
Agency,USD,984,fixed,D
Agency,USD,351,fixed,B
Agency,USD,492,fixed,D
Agency,USD,385,floating,A
Agency,CAD,1055,floating,C
Agency,USD,793,floating,A
Agency,USD,414,fixed,D
Agency,CAD,1011,fixed,C
Agency,USD,428,fixed,D
Agency,USD,1775,fixed,D
Agency,USD,1553,floating,A
Agency,USD,344,fixed,B
Agency,USD,351,fixed,B
Agency,USD,322,fixed,B
Agency,USD,368,fixed,D
Agency,USD,348,fixed,B
Agency,USD,1541,fixed,D
Agency,USD,398,floating,A
Agency,USD,310,fixed,B
Agency,USD,1088,fixed,D
Agency,USD,1160,fixed,D
Agency,USD,538,fixed,D
Agency,USD,973,fixed,D
Agency,USD,407,floating,A
Agency,CAD,312,fixed,C
Agency,USD,354,floating,A
Agency,USD,366,fixed,D
Agency,CAD,32,fixed,C
Agency,USD,405,fixed,D
Agency,USD,115,fixed,B
Agency,CAD,372,floating,C
Agency,USD,307,fixed,B
Agency,USD,384,fixed,D
Agency,USD,324,fixed,B
Agency,USD,388,floating,A
Agency,USD,901,fixed,D
Agency,CAD,719,floating,C
Agency,CAD,322,fixed,C
Agency,USD,429,floating,A
Agency,USD,1245,fixed,D
Agency,USD,418,fixed,D
Agency,CAD,400,floating,C
Agency,USD,1880,fixed,D
Agency,CAD,449,fixed,C
Agency,CAD,347,fixed,C
Agency,USD,341,fixed,B
Agency,USD,854,fixed,D
Agency,CAD,1048,fixed,C
Agency,USD,304,floating,A
Agency,USD,414,floating,A
Agency,CAD,604,fixed,C
Agency,USD,411,fixed,D
Agency,USD,1263,floating,A
Agency,USD,32,fixed,B
Agency,USD,1551,fixed,D
Agency,CAD,313,fixed,C
Agency,USD,403,fixed,D
Agency,USD,910,fixed,D
Agency,USD,1529,fixed,D
Agency,CAD,301,floating,C
Agency,USD,1199,fixed,D
Agency,CAD,179,fixed,C
Agency,USD,1759,fixed,D
Agency,CAD,342,fixed,C
Agency,CAD,321,floating,C
Agency,CAD,329,fixed,C
Agency,CAD,1615,floating,C
Agency,USD,396,fixed,D
Agency,USD,309,fixed,B
Agency,USD,338,fixed,B
Agency,USD,1990,fixed,D
Agency,CAD,315,floating,C
Agency,CAD,406,fixed,C
Agency,USD,320,fixed,B
Agency,USD,1260,fixed,D
Agency,USD,1018,fixed,D
Agency,USD,1417,floating,A
Agency,USD,21,fixed,B
Agency,USD,476,fixed,D
Agency,USD,274,fixed,B
Agency,USD,424,fixed,D
Agency,USD,375,fixed,D
Agency,USD,657,fixed,D
Agency,CAD,136,fixed,C
Agency,USD,1063,fixed,D
Agency,USD,416,fixed,D
Agency,USD,406,floating,A
Agency,USD,1697,fixed,D
Agency,CAD,369,fixed,C
Agency,USD,380,fixed,D
Agency,USD,235,fixed,B
Agency,CAD,400,floating,C
Agency,CAD,387,fixed,C
Agency,USD,337,fixed,B
Agency,USD,1603,floating,A
Agency,USD,140,floating,A
Agency,USD,419,floating,A
Agency,USD,1259,fixed,D
Agency,USD,302,fixed,B
Agency,CAD,1385,fixed,C
Agency,USD,305,fixed,B
Agency,USD,406,fixed,D
Agency,USD,648,floating,A
Agency,USD,1981,fixed,D
Agency,USD,602,fixed,D
Agency,CAD,387,fixed,C
Agency,CAD,562,fixed,C
Agency,USD,376,fixed,D
Agency,USD,380,fixed,D
Agency,USD,707,fixed,D
Agency,USD,1469,fixed,D
Agency,CAD,363,fixed,C
Agency,USD,975,fixed,D
Agency,USD,1988,fixed,D
Agency,USD,355,fixed,B
Agency,USD,426,fixed,D
Agency,USD,325,fixed,B
Agency,USD,1162,fixed,D
Agency,USD,537,floating,A
Agency,USD,1006,fixed,D
Agency,USD,1006,fixed,D
Agency,USD,1979,floating,A
Agency,USD,383,floating,A
Agency,CAD,1238,fixed,C
Agency,USD,1245,fixed,D
Agency,USD,1185,floating,A
Agency,USD,346,fixed,B
Agency,USD,377,fixed,D
Agency,USD,193,fixed,B
Agency,USD,304,floating,A
Agency,CAD,307,fixed,C
Agency,USD,379,fixed,D
Agency,USD,1667,fixed,D
Agency,USD,706,floating,A
Agency,USD,882,fixed,D
Agency,USD,302,floating,A
Agency,USD,71,fixed,B
Agency,USD,1602,floating,A
Agency,USD,1148,floating,A
Agency,CAD,305,fixed,C
Agency,USD,418,fixed,D
Agency,CAD,663,fixed,C
Agency,USD,317,floating,A
Agency,USD,924,fixed,D
Agency,CAD,355,fixed,C
Agency,USD,323,floating,A
Agency,USD,356,fixed,B
Agency,USD,208,floating,A
Agency,USD,386,fixed,D
Agency,CAD,1071,fixed,C
Agency,USD,330,fixed,B
Agency,USD,1709,fixed,D
Agency,USD,1710,fixed,D
Agency,USD,376,floating,A
Agency,CAD,317,fixed,C
Agency,USD,1312,fixed,D
Agency,USD,1033,floating,A
Agency,USD,1809,floating,A
Agency,USD,447,fixed,D
Agency,USD,390,floating,A
Agency,USD,356,fixed,B
Agency,USD,681,fixed,D
Agency,USD,337,fixed,B
Agency,USD,366,floating,A
Agency,USD,304,fixed,B
Agency,USD,392,fixed,D
Agency,USD,1862,floating,A
Agency,CAD,966,fixed,C
Agency,USD,1787,fixed,D
Agency,USD,878,fixed,D
Agency,CAD,1455,fixed,C
Agency,USD,672,fixed,D
Agency,USD,377,fixed,D
Agency,USD,221,floating,A
Agency,USD,1440,fixed,D
Agency,CAD,1257,fixed,C
Agency,USD,424,fixed,D
Agency,USD,1898,fixed,D
Agency,USD,1126,floating,A
Agency,USD,61,fixed,B
Agency,USD,1247,fixed,D
Agency,USD,310,fixed,B
Agency,USD,1442,fixed,D
Agency,USD,339,fixed,B
Agency,USD,859,floating,A
Agency,USD,1439,fixed,D
Agency,USD,388,fixed,D
Agency,USD,1089,fixed,D
Agency,USD,1518,fixed,D
Agency,USD,1788,fixed,D
Agency,USD,420,fixed,D
Agency,USD,1171,fixed,D
Agency,USD,1458,fixed,D
Agency,CAD,401,floating,C
Agency,USD,540,fixed,D
Agency,USD,336,floating,A
Agency,USD,426,fixed,D
Agency,USD,432,fixed,D
Agency,USD,1973,floating,A
Agency,USD,390,fixed,D
Agency,USD,367,fixed,D
Agency,USD,719,fixed,D
Agency,USD,984,fixed,D
Agency,USD,424,floating,A
Agency,USD,325,fixed,B
Agency,USD,355,floating,A
Agency,USD,393,fixed,D
Agency,USD,1305,fixed,D
Agency,USD,391,fixed,D
Agency,CAD,302,floating,C
Agency,USD,1202,fixed,D
Agency,USD,1966,floating,A
Agency,CAD,1295,fixed,C
Agency,CAD,1697,fixed,C
Agency,USD,158,fixed,B
Agency,CAD,340,fixed,C
Agency,CAD,412,floating,C
Agency,USD,376,fixed,D
Agency,USD,1513,fixed,D
Agency,USD,877,fixed,D
Agency,USD,301,fixed,B
Agency,USD,1413,fixed,D
Agency,USD,1972,floating,A
Agency,USD,125,fixed,B
Agency,USD,335,fixed,B
Agency,USD,366,fixed,D
Agency,CAD,338,fixed,C
Agency,USD,1135,fixed,D
Agency,USD,354,fixed,B
Agency,USD,386,fixed,D
Agency,CAD,416,floating,C
Agency,CAD,1925,floating,C
Agency,CAD,385,floating,C
Agency,CAD,331,floating,C
Agency,USD,373,fixed,D
Agency,USD,88,fixed,B
Agency,USD,32,fixed,B
Agency,USD,387,fixed,D
Agency,CAD,22,fixed,C
Agency,USD,384,fixed,D
Agency,USD,1767,floating,A
Agency,USD,344,floating,A
Agency,USD,307,fixed,B
Agency,USD,501,fixed,D
Agency,USD,337,fixed,B
Agency,CAD,425,fixed,C
Agency,USD,307,floating,A
Agency,CAD,366,floating,C
Agency,USD,953,fixed,D
Agency,USD,344,fixed,B
Agency,USD,379,fixed,D
Agency,USD,864,fixed,D
Agency,USD,646,fixed,D
Agency,CAD,351,fixed,C
Agency,USD,308,fixed,B
Agency,USD,372,fixed,D
Agency,USD,1879,fixed,D
Agency,USD,1448,fixed,D
Agency,USD,364,fixed,B
Agency,CAD,329,floating,C
Agency,USD,408,fixed,D
Agency,USD,1654,fixed,D
Agency,USD,284,fixed,B
Agency,USD,319,fixed,B
Agency,USD,318,fixed,B
Agency,USD,328,fixed,B
Agency,USD,348,fixed,B
Agency,CAD,421,floating,C
Agency,USD,367,fixed,D
Agency,USD,1939,fixed,D
Agency,USD,293,floating,A
Agency,CAD,426,fixed,C
Agency,USD,353,fixed,B
Agency,USD,377,floating,A
Agency,USD,1692,fixed,D
Agency,USD,161,fixed,B
Agency,USD,289,fixed,B
Agency,USD,399,fixed,D
Agency,USD,712,floating,A
Agency,USD,373,fixed,D
Agency,USD,436,fixed,D
Agency,USD,378,fixed,D
Agency,USD,1042,fixed,D
Agency,USD,429,fixed,D
Agency,CAD,577,fixed,C
Agency,USD,321,floating,A
Agency,USD,401,fixed,D
Agency,CAD,337,floating,C
Agency,USD,401,fixed,D
Agency,USD,751,fixed,D
Agency,CAD,137,fixed,C
Agency,USD,514,floating,A
Agency,USD,1530,fixed,D
Agency,USD,402,fixed,D
Agency,USD,410,floating,A
Agency,USD,404,fixed,D
Agency,USD,425,fixed,D
Agency,USD,356,fixed,B
Agency,USD,366,fixed,D
Agency,USD,190,fixed,B
Agency,USD,329,fixed,B
Agency,CAD,340,floating,C
Agency,USD,1739,fixed,D
Agency,USD,17,fixed,B
Agency,USD,782,floating,A
Agency,USD,360,fixed,B
Agency,USD,403,fixed,D
Agency,CAD,406,fixed,C
Agency,USD,431,fixed,D
Agency,USD,412,fixed,D
Agency,CAD,1612,floating,C
Agency,USD,1880,floating,A
Agency,USD,614,fixed,D
Agency,USD,1037,fixed,D
Agency,USD,948,floating,A
Agency,USD,614,fixed,D
Agency,USD,402,floating,A
Agency,CAD,399,fixed,C
Agency,CAD,325,fixed,C
Agency,CAD,323,floating,C
Agency,USD,1178,fixed,D
Agency,USD,1861,fixed,D
Agency,CAD,313,floating,C
Agency,USD,366,fixed,D
Agency,USD,384,fixed,D
Agency,USD,321,fixed,B
Agency,USD,385,fixed,D
Agency,USD,400,fixed,D
Agency,CAD,67,fixed,C
Agency,USD,690,fixed,D
Agency,USD,300,floating,A
Agency,CAD,328,fixed,C
Agency,USD,394,fixed,D
Agency,USD,89,fixed,B
Agency,CAD,386,floating,C
Agency,USD,337,fixed,B
Agency,USD,423,floating,A
Agency,USD,367,fixed,D
Agency,USD,1903,fixed,D
Agency,USD,984,floating,A
Agency,USD,419,floating,A
Agency,USD,1257,fixed,D
Agency,USD,334,fixed,B
Agency,USD,465,fixed,D
Agency,CAD,209,fixed,C
Agency,USD,368,floating,A
Agency,USD,398,floating,A
Agency,USD,300,fixed,B
Agency,USD,1438,fixed,D
Agency,USD,361,fixed,B
Agency,USD,399,fixed,D
Agency,CAD,411,fixed,C
Agency,USD,1018,fixed,D
Agency,CAD,555,fixed,C
Agency,CAD,341,fixed,C
Agency,USD,308,floating,A
Agency,USD,1719,fixed,D
Agency,USD,1387,fixed,D
Agency,CAD,334,fixed,C
Agency,USD,43,fixed,B
Agency,USD,1884,fixed,D
Agency,CAD,408,fixed,C
Agency,USD,1248,fixed,D
Agency,USD,1630,fixed,D
Agency,USD,1908,floating,A
Agency,CAD,1740,fixed,C
Agency,CAD,328,fixed,C
Agency,USD,394,fixed,D
Agency,USD,314,floating,A
Agency,USD,380,fixed,D
Agency,USD,399,floating,A
Agency,USD,344,fixed,B
Agency,CAD,424,fixed,C
Agency,USD,384,fixed,D
Agency,USD,1592,fixed,D
Agency,USD,330,fixed,B
Agency,USD,403,fixed,D
Agency,USD,1836,fixed,D
Agency,USD,1403,fixed,D
Agency,USD,399,fixed,D
Agency,CAD,1629,fixed,C
Agency,USD,355,floating,A
Agency,USD,328,fixed,B
Agency,CAD,1911,floating,C
Agency,USD,348,fixed,B
Agency,USD,164,floating,A
Agency,USD,333,floating,A
Agency,CAD,366,fixed,C
Agency,USD,105,floating,A
Agency,CAD,951,fixed,C
Agency,USD,366,fixed,D
Agency,USD,300,floating,A
Agency,USD,316,fixed,B
Agency,USD,422,fixed,D
Agency,USD,312,fixed,B
Agency,USD,834,fixed,D
Agency,CAD,797,fixed,C
Agency,USD,332,fixed,B
Agency,USD,327,fixed,B
Agency,USD,366,fixed,D
Agency,USD,1168,fixed,D
Agency,USD,1208,fixed,D
Agency,USD,327,fixed,B
Agency,USD,1632,fixed,D
Agency,USD,355,fixed,B
Agency,CAD,369,floating,C
Agency,USD,344,floating,A
Agency,USD,897,fixed,D
Agency,USD,300,fixed,B
Agency,USD,52,floating,A
Agency,CAD,796,floating,C
Agency,CAD,427,fixed,C
Agency,CAD,700,fixed,C
Agency,USD,276,fixed,B
Agency,USD,1721,fixed,D
Agency,USD,190,floating,A
Agency,USD,326,fixed,B
Agency,USD,1725,fixed,D
Agency,USD,1109,fixed,D
Agency,CAD,1032,floating,C
Agency,USD,667,fixed,D
Agency,USD,492,floating,A
Agency,CAD,401,fixed,C
Agency,USD,416,fixed,D
Agency,USD,341,fixed,B
Agency,USD,382,fixed,D
Agency,CAD,350,floating,C
Agency,USD,425,fixed,D
Agency,USD,63,fixed,B
Agency,USD,1366,fixed,D
Agency,USD,406,fixed,D
Agency,USD,828,fixed,D
Agency,USD,1596,fixed,D
Agency,USD,1804,fixed,D
Agency,USD,926,fixed,D
Agency,USD,1160,fixed,D
Agency,USD,317,fixed,B
Agency,USD,1798,fixed,D
Agency,CAD,1845,fixed,C
Agency,USD,1834,fixed,D
Agency,USD,1452,fixed,D
Agency,CAD,759,floating,C
Agency,USD,23,floating,A
Agency,USD,411,fixed,D
Agency,USD,1663,fixed,D
Agency,USD,1667,fixed,D
Agency,USD,317,fixed,B
Agency,CAD,393,fixed,C
Agency,USD,340,fixed,B
Agency,USD,388,floating,A
Agency,USD,400,fixed,D
Agency,USD,367,fixed,D
Agency,USD,981,fixed,D
Agency,USD,1474,fixed,D
Agency,USD,412,fixed,D
Agency,USD,302,fixed,B
Agency,USD,423,fixed,D
Agency,USD,431,floating,A
Agency,USD,1412,floating,A
Agency,USD,367,fixed,D
Agency,USD,825,floating,A
Agency,USD,1443,fixed,D
Agency,USD,371,floating,A
Agency,USD,318,fixed,B
Agency,USD,355,fixed,B
Agency,USD,1087,fixed,D
Agency,USD,1923,fixed,D
Agency,CAD,1347,fixed,C
Agency,USD,335,fixed,B
Agency,USD,57,fixed,B
Agency,USD,909,fixed,D
Agency,USD,321,fixed,B
Agency,USD,358,floating,A
Agency,CAD,1192,fixed,C
Agency,USD,1632,floating,A
Agency,USD,1791,fixed,D
Agency,USD,1203,fixed,D
Agency,USD,331,fixed,B
Agency,USD,287,fixed,B
Agency,USD,1176,fixed,D
Agency,USD,358,floating,A
Agency,CAD,377,fixed,C
Agency,USD,422,fixed,D
Agency,USD,1684,fixed,D
Agency,CAD,385,fixed,C
